center,left,right,steering,speed,throttle,break
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_453.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_453.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_453.jpg,0,1,0,30.18534
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_524.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_524.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_524.jpg,-0.05,1,0,30.18981
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_601.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_601.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_601.jpg,-0.25,1,0,30.17926
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_669.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_669.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_669.jpg,-0.4,1,0,30.16141
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_737.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_737.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_737.jpg,-0.6000001,1,0,30.13575
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_810.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_810.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_810.jpg,0,1,0,30.16875
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_888.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_888.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_888.jpg,0,1,0,30.18524
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_34_955.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_34_955.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_34_955.jpg,-0.15,1,0,30.19076
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_027.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_027.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_027.jpg,-0.35,1,0,30.1729
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_097.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_097.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_097.jpg,0,1,0,30.18503
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_171.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_171.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_171.jpg,0,1,0,30.18885
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_252.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_252.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_252.jpg,-0.15,1,0,30.1883
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_332.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_332.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_332.jpg,-0.35,1,0,30.16813
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_403.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_403.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_403.jpg,0,1,0,30.18884
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_476.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_476.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_476.jpg,-0.05,1,0,30.19028
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_557.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_557.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_557.jpg,-0.3,1,0,30.17328
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_638.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_638.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_638.jpg,-0.5000001,1,0,30.14814
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_709.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_709.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_709.jpg,0,1,0,30.18593
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_785.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_785.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_785.jpg,-0.1,1,0,30.19067
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_865.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_865.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_865.jpg,-0.3,1,0,30.17544
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_35_933.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_35_933.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_35_933.jpg,0,1,0,30.18307
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_009.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_009.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_009.jpg,0,1,0,30.18923
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_081.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_081.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_081.jpg,-0.15,1,0,30.18762
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_157.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_157.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_157.jpg,-0.35,1,0,30.16731
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_228.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_228.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_228.jpg,0,1,0,30.18845
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_299.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_299.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_299.jpg,-0.15,1,0,30.18792
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_375.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_375.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_375.jpg,-0.3,1,0,30.17396
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_451.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_451.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_451.jpg,0,1,0,30.18791
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_521.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_521.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_521.jpg,-0.05,1,0,30.19016
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_603.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_603.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_603.jpg,-0.25,1,0,30.17918
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_684.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_684.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_684.jpg,0,1,0,30.18899
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_761.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_761.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_761.jpg,-0.1,1,0,30.18973
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_828.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_828.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_828.jpg,-0.25,1,0,30.17825
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_905.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_905.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_905.jpg,0,1,0,30.18235
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_36_978.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_36_978.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_36_978.jpg,0,1,0,30.18928
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_053.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_053.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_053.jpg,-0.15,1,0,30.18793
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_128.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_128.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_128.jpg,0,1,0,30.18593
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_212.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_212.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_212.jpg,0,1,0,30.18979
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_291.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_291.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_291.jpg,-0.2,1,0,30.18323
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_374.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_374.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_374.jpg,0,1,0,30.18411
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_458.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_458.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_458.jpg,0,1,0,30.18989
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_542.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_542.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_542.jpg,-0.2,1,0,30.1831
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_628.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_628.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_628.jpg,0,1,0,30.18982
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_706.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_706.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_706.jpg,0,1,0,30.19
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_785.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_785.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_785.jpg,-0.2,1,0,30.18256
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_852.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_852.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_852.jpg,-0.35,1,0,30.1656
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_37_931.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_37_931.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_37_931.jpg,0,1,0,30.18942
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_010.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_010.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_010.jpg,-0.1,1,0,30.1897
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_088.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_088.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_088.jpg,-0.3,1,0,30.17263
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_159.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_159.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_159.jpg,0,1,0,30.18837
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_238.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_238.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_238.jpg,0,1,0,30.19005
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_311.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_311.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_311.jpg,-0.15,1,0,30.1866
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_388.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_388.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_388.jpg,0,1,0,30.18553
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_461.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_461.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_461.jpg,0,1,0,30.18983
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_533.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_533.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_533.jpg,-0.15,1,0,30.18687
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_617.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_617.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_617.jpg,-0.4,1,0,30.16024
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_699.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_699.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_699.jpg,0,1,0,30.18917
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_769.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_769.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_769.jpg,0,1,0,30.18987
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_840.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_840.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_840.jpg,0,1,0,30.19022
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_914.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_914.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_914.jpg,0,1,0,30.18982
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_38_993.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_38_993.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_38_993.jpg,0,1,0,30.1903
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_074.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_074.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_074.jpg,0,1,0,30.19031
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_143.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_143.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_143.jpg,0,1,0,30.1903
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_226.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_226.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_226.jpg,0,1,0,30.19033
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_305.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_305.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_305.jpg,0,1,0,30.19029
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_382.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_382.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_382.jpg,0,1,0,30.19031
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_452.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_452.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_452.jpg,0,1,0,30.19031
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_527.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_527.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_527.jpg,-0.1,1,0,30.18766
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_603.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_603.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_603.jpg,-0.3,1,0,30.1692
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_681.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_681.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_681.jpg,0,1,0,30.18819
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_757.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_757.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_757.jpg,0,1,0,30.19016
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_838.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_838.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_838.jpg,0,1,0,30.1903
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_915.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_915.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_915.jpg,0,1,0,30.19028
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_39_996.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_39_996.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_39_996.jpg,0,1,0,30.19028
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_076.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_076.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_076.jpg,0,1,0,30.1903
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_154.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_154.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_154.jpg,-0.15,1,0,30.18439
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_228.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_228.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_228.jpg,-0.35,1,0,30.1636
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_306.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_306.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_306.jpg,0,1,0,30.18954
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_382.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_382.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_382.jpg,0,1,0,30.1901
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_461.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_461.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_461.jpg,0,1,0,30.19025
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_547.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_547.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_547.jpg,-0.05,1,0,30.1899
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_613.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_613.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_613.jpg,-0.2,1,0,30.18056
C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\center_2021_05_15_04_33_40_698.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\left_2021_05_15_04_33_40_698.jpg,C:\Users\lavee\PycharmProjects\Self_Driving\data\IMG\right_2021_05_15_04_33_40_698.jpg,-0.45,1,0,30.15204
